DistrictType,DistrictTTL,SchoolTTL,HighestAchievement,YearAfterGrad,DemographicGrouping,DemographicValue,MedianEarnings,MedianHours,NumRecords
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,FRPL,Not FRPL,45800,1848,255
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,Gender,Female,47600,1811,160
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,Gender,Male,45600,1864,137
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,GPA,<3.0,38800,1763,49
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,GPA,>=3.0,47800,1866,248
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,Race/Ethnicity,Asian,67600,2000,63
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,Race/Ethnicity,Other (Redacted),50000,1625.5,48
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,Race/Ethnicity,White,43500,1813.5,186
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,All Students,All,50300,1886,229
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,Gender,Female,49300,1881,111
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,Gender,Male,51400,1895,118
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,GPA,<3.0,47500,1918,35
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,GPA,>=3.0,51100,1880.5,194
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,Race/Ethnicity,Asian,65100,1959.5,48
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,Race/Ethnicity,Other (Redacted),49900,1829,33
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,11,Race/Ethnicity,White,48200,1849.5,148
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,12,All Students,All,54200,1883,159
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,12,Gender,Female,50500,1760.5,76
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,12,Gender,Male,58700,1925,83
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,12,Race/Ethnicity,Asian,54600,1925,33
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,12,Race/Ethnicity,White,51400,1883,101
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,13,All Students,All,62600,1930,84
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,13,Gender,Female,59700,1893,44
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,13,Gender,Male,65300,1955,40
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,All Students,All,25900,1486,296
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,FRPL,FRPL,26000,1502,68
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,FRPL,Not FRPL,25900,1478.5,228
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Gender,Female,27800,1546.5,136
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Gender,Male,24300,1388.5,160
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,GPA,<3.0,24600,1427,211
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,GPA,>=3.0,27700,1606,85
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Race/Ethnicity,Asian,28400,1551,34
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Race/Ethnicity,Black or African American,13800,902,43
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Race/Ethnicity,White,25500,1431,187
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Special Education,Not Special Education,26900,1512.5,222
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,7,Special Education,Special Education,23900,1372.5,74
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,All Students,All,26600,1576,252
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,FRPL,FRPL,25900,1742,53
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,FRPL,Not FRPL,27100,1566,199
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Gender,Female,31300,1735.5,116
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Gender,Male,24200,1512,136
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,GPA,<3.0,25800,1566,171
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,GPA,>=3.0,31000,1625,81
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Race/Ethnicity,Black or African American,22400,1457.5,34
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Race/Ethnicity,White,25900,1545,161
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Special Education,Not Special Education,29500,1624,191
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,8,Special Education,Special Education,21500,1232,61
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,All Students,All,30000,1655,242
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,FRPL,FRPL,28500,1606,49
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,FRPL,Not FRPL,30100,1656,193
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Gender,Female,32300,1657,118
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Gender,Male,27500,1650.5,124
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,GPA,<3.0,29000,1645,167
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,GPA,>=3.0,33200,1795,75
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Race/Ethnicity,Asian,33000,1778,30
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Race/Ethnicity,Black or African American,24100,1353.5,32
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Race/Ethnicity,White,29200,1606,151
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Special Education,Not Special Education,32300,1760,191
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,9,Special Education,Special Education,20900,1157,51
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,All Students,All,33800,1678,167
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,FRPL,FRPL,32500,1849,33
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,FRPL,Not FRPL,34800,1674,134
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,Gender,Female,36400,1667,77
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,Gender,Male,31600,1685,90
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,GPA,<3.0,32000,1654,119
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,GPA,>=3.0,40500,1762.5,48
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,Special Education,Not Special Education,36600,1724.5,136
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,10,Special Education,Special Education,23600,1457,31
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,11,All Students,All,32900,1520,117
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,11,Gender,Female,35700,1520,53
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,11,Gender,Male,29800,1518.5,64
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,11,GPA,<3.0,28300,1350.5,84
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,11,GPA,>=3.0,42700,1841,33
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,12,All Students,All,33700,1555,82
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,12,Gender,Female,32300,1502,40
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,12,Gender,Male,34600,1694.5,42
School Dist,Seattle Public Schools,Nathan Hale High School,HS Diploma,13,All Students,All,36100,1563,41
School Dist,Seattle Public Schools,Nova High School,Bachelor's or Higher,7,All Students,All,19800,1231,61
School Dist,Seattle Public Schools,Nova High School,Bachelor's or Higher,8,All Students,All,23800,1268,60
School Dist,Seattle Public Schools,Nova High School,Bachelor's or Higher,9,All Students,All,28300,1531,57
School Dist,Seattle Public Schools,Nova High School,Bachelor's or Higher,10,All Students,All,34600,1457,45
School Dist,Seattle Public Schools,Nova High School,Bachelor's or Higher,11,All Students,All,38900,1669,37
School Dist,Seattle Public Schools,Nova High School,HS Diploma,7,All Students,All,22800,1298.5,80
School Dist,Seattle Public Schools,Nova High School,HS Diploma,7,Gender,Female,22800,1336,43
School Dist,Seattle Public Schools,Nova High School,HS Diploma,7,Gender,Male,22800,1218,37
School Dist,Seattle Public Schools,Nova High School,HS Diploma,8,All Students,All,29600,1660,65
School Dist,Seattle Public Schools,Nova High School,HS Diploma,8,Gender,Female,30900,1798.5,30
School Dist,Seattle Public Schools,Nova High School,HS Diploma,8,Gender,Male,28500,1561,35
School Dist,Seattle Public Schools,Nova High School,HS Diploma,9,All Students,All,26600,1367,56
School Dist,Seattle Public Schools,Nova High School,HS Diploma,10,All Students,All,28800,1384,42
School Dist,Seattle Public Schools,Nova High School,HS Diploma,11,All Students,All,24800,1257,35
School Dist,Seattle Public Schools,Rainier Beach High School,Associate/Certificate,7,All Students,All,33600,1818,48
School Dist,Seattle Public Schools,Rainier Beach High School,Associate/Certificate,8,All Students,All,37000,1922,37
School Dist,Seattle Public Schools,Rainier Beach High School,Associate/Certificate,9,All Students,All,32300,1742,45
School Dist,Seattle Public Schools,Rainier Beach High School,Associate/Certificate,10,All Students,All,32100,1707,35
School Dist,Seattle Public Schools,Rainier Beach High School,Bachelor's or Higher,7,All Students,All,36000,1783,58
School Dist,Seattle Public Schools,Rainier Beach High School,Bachelor's or Higher,8,All Students,All,38800,1975.5,46
School Dist,Seattle Public Schools,Rainier Beach High School,Bachelor's or Higher,9,All Students,All,40300,1831,37
School Dist,Seattle Public Schools,Rainier Beach High School,Bachelor's or Higher,10,All Students,All,41700,1911,33
School Dist,Seattle Public Schools,Rainier Beach High School,Bachelor's or Higher,11,All Students,All,41200,1791,33
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,All Students,All,23700,1553.5,296
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Bilingual,Bilingual,27000,1706.5,32
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Bilingual,Not Bilingual,23600,1539.5,264
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,FRPL,FRPL,22700,1514,183
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,FRPL,Not FRPL,25800,1624,113
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Gender,Female,23500,1491,141
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Gender,Male,23700,1624,155
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,GPA,<3.0,22300,1475,229
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,GPA,>=3.0,30400,1713,67
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Race/Ethnicity,Asian,29700,1780,85
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Race/Ethnicity,Black or African American,21900,1442,174
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Special Education,Not Special Education,24800,1624,257
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,7,Special Education,Special Education,15500,1028,39
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,All Students,All,27000,1666,263
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,FRPL,FRPL,25300,1624,168
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,FRPL,Not FRPL,30600,1697,95
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Gender,Female,25500,1519,121
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Gender,Male,28700,1738.5,142
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,GPA,<3.0,26500,1632,204
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,GPA,>=3.0,33000,1773,59
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Race/Ethnicity,Asian,29700,1716.5,78
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Race/Ethnicity,Black or African American,26000,1610.5,154
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Special Education,Not Special Education,28000,1697,231
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,8,Special Education,Special Education,24000,1376,32
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,All Students,All,29900,1729.5,262
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,FRPL,FRPL,28100,1686,164
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,FRPL,Not FRPL,34400,1740,98
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Gender,Female,27500,1734,127
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Gender,Male,32500,1725,135
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,GPA,<3.0,28000,1634.5,198
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,GPA,>=3.0,35800,1866,64
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Race/Ethnicity,Asian,32500,1722,81
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Race/Ethnicity,Black or African American,29000,1745,152
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Special Education,Not Special Education,32200,1783,231
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,9,Special Education,Special Education,21400,1334,31
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,All Students,All,30800,1621.5,214
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,FRPL,FRPL,30500,1587,122
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,FRPL,Not FRPL,32500,1714.5,92
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,Gender,Female,30800,1610,101
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,Gender,Male,30300,1699,113
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,GPA,<3.0,30400,1677,161
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,GPA,>=3.0,33400,1610,53
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,Race/Ethnicity,Asian,34600,1782,64
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,10,Race/Ethnicity,Black or African American,30300,1610,131
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,11,All Students,All,33100,1641,171
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,11,FRPL,FRPL,32200,1630,97
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,11,FRPL,Not FRPL,33500,1658,74
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,11,Gender,Female,33500,1630,79
School Dist,Seattle Public Schools,Rainier Beach High School,HS Diploma,11,Gender,Male,32300,1658,92
